"sys1","sys2","sys3","sys4","sys5","sys6","sys7","sys8","sys9","sys10","sys11","sys12","sys13","sys14","sys15","sys16","sys17","sys18","sys19","sys20","sys21","sys22","sys23","sys24","sys25","sys26","sys27","sys28","sys29","sys30","sys31","sys32","sys33","sys34","sys35","sys36","sys37","sys38","sys39","sys40","sys41","sys42","sys43","sys44","sys45","sys46","sys47","sys48","sys49","sys50","sys51","sys52","sys53","sys54","sys55","sys56","sys57","sys60","sys61","sys62","sys66","sys68","sys69","sys70","sys71","sys72","sys73","sys74","sys76","sys77","sys78","sys79","sys80","sys81","sys82","sys85","sys87","sys88"
0.18279326,0.28277959,0.16136345,0.20182818,0.33687636,0.09507553,0.28334912,0.13589374,0.11795603,0.35014633,0.18080297,0.25325395,0.15538537,0.30454077,0.21646995,0.17555957,0.19724432,0.2888922,0.16899486,0.14276459,0.141215,0.14582256,0.14203542,0.24362684,0.23468728,0.24868211,0.2577177,0.00222988,0.21597065,0.21719128,0.21818712,0.16952199,0.17185018,0.01026685,0.19303412,0.16614315,0.21700673,0.1742039,0.15915375,0.26782952,0.20582532,0.12738598,0.21044483,0.22171147,0.38930514,0.40696143,0.11357887,0.35795073,0.22280559,0.20613372,0.104842,0.14337819,0.15817078,0.17162483,0.14500832,0.17362973,0.20482286,0.18834302,0.20138694,0.19087928,0.2471234,0.30278802,0.17166278,0.20640603,0.09969263,0.16864728,0.06487132,0.15453998,0.10603153,0.17122602,0.09238646,0.15297225,0.16155571,0.16006217,0.11990444,0.23118823,0.22552221,0.24288535
0.17544829,0.27394714,0.15292951,0.18296614,0.32154286,0.09444525,0.26976047,0.13665086,0.11030208,0.34919163,0.1664768,0.24431768,0.14308007,0.28658419,0.20841933,0.15869088,0.18172988,0.28064299,0.1579744,0.12946753,0.13459646,0.14005337,0.13044349,0.2355411,0.22778277,0.24381544,0.24979624,0.00234278,0.19992392,0.20114192,0.19899078,0.15848779,0.15936334,0.00985837,0.17352972,0.1567179,0.19358195,0.15961191,0.14323086,0.26905692,0.20102108,0.12715112,0.2047936,0.20040556,0.38183095,0.40883554,0.10192274,0.35485852,0.2135284,0.19758776,0.10327064,0.13415173,0.15000605,0.14828818,0.13212167,0.15158232,0.18696647,0.19011385,0.2011927,0.19154626,0.2284084,0.28240548,0.16566894,0.19699372,0.09698788,0.15761392,0.06120713,0.14532737,0.10343832,0.15122181,0.08772762,0.14677894,0.15281797,0.15281988,0.11300338,0.2265547,0.20887479,0.23468245
0.18096503,0.28269105,0.16035287,0.19523713,0.33959971,0.0922586,0.28701935,0.13880512,0.11362667,0.35376565,0.17794068,0.2556496,0.16338656,0.31040206,0.21794001,0.18067952,0.19793776,0.28961187,0.16143965,0.13557061,0.14411227,0.14807642,0.14368404,0.2540892,0.2430338,0.25829835,0.26214257,0.00226413,0.22009799,0.22150074,0.22632451,0.17108832,0.17236825,0.01039928,0.18717832,0.17028153,0.21202491,0.17495762,0.15812949,0.26643905,0.20509502,0.13527186,0.20885062,0.21971115,0.39028304,0.40123561,0.10612727,0.36413624,0.2228284,0.20927793,0.10763542,0.14457643,0.16090645,0.15979682,0.14913494,0.16306841,0.20167832,0.18872614,0.20125244,0.19025962,0.24481933,0.29983674,0.18264055,0.21347544,0.09683117,0.17052795,0.06847555,0.15446595,0.10897496,0.16578468,0.09484811,0.15450907,0.16330022,0.16546052,0.11978473,0.23922949,0.21950234,0.24381101
0.17630018,0.2705035,0.15947301,0.193244,0.32453059,0.08948515,0.26640661,0.13794035,0.10930126,0.34013007,0.16856041,0.24275467,0.15407288,0.30192953,0.21023251,0.1667209,0.18776023,0.28316566,0.16085891,0.13850313,0.13017649,0.13492376,0.13056554,0.23737359,0.22730944,0.24449918,0.25056815,0.00227398,0.19925308,0.20033367,0.20144713,0.16347934,0.16411784,0.01011303,0.17973802,0.16048456,0.19765265,0.16471505,0.14921623,0.2522986,0.19502113,0.11983597,0.19852725,0.20686405,0.37551616,0.39829418,0.10988732,0.34534704,0.21686578,0.20222309,0.09864367,0.13602549,0.14884744,0.1588023,0.1352166,0.16064061,0.19612449,0.19092229,0.20328556,0.19102953,0.23542223,0.28500178,0.16463861,0.19872946,0.0959582,0.16283043,0.06355648,0.15084996,0.10866559,0.15276634,0.08884759,0.14731977,0.15573498,0.15610373,0.11845643,0.2226264,0.21324265,0.24248445
0.18959044,0.2938124,0.17141209,0.213518,0.33227639,0.0947348,0.28581627,0.13997617,0.11446098,0.3563098,0.18936806,0.25247936,0.16543014,0.31263578,0.22545165,0.18546924,0.20441902,0.30007867,0.17674667,0.15045631,0.15103612,0.15355383,0.14834799,0.2484745,0.23752942,0.25487118,0.27610619,0.00236118,0.22129161,0.22244398,0.21959745,0.16345851,0.16425464,0.01078644,0.19961976,0.1753685,0.21860446,0.18136245,0.16564278,0.26499502,0.19668503,0.13345187,0.19937776,0.22572629,0.38970323,0.40419705,0.11325261,0.36566531,0.22654043,0.21219767,0.11169153,0.1489297,0.16453086,0.17588696,0.15650561,0.1781739,0.21735741,0.19509229,0.20675449,0.19712416,0.25563443,0.30705802,0.1726275,0.20672022,0.09911333,0.16276577,0.0658637,0.14979229,0.11528797,0.17695287,0.09951201,0.15959488,0.16800303,0.16752796,0.11274165,0.23415755,0.22525487,0.25165108
0.17745646,0.27234366,0.16031971,0.19657515,0.32226679,0.09293966,0.27987141,0.13016896,0.11269278,0.34631326,0.16173476,0.24774299,0.1527646,0.29777433,0.21234181,0.16771776,0.18931305,0.28390046,0.1573601,0.13676328,0.13825439,0.142957,0.13713598,0.2428605,0.23389793,0.249829,0.24579104,0.00216443,0.20927739,0.21063435,0.20756454,0.16180595,0.1629885,0.01027507,0.17872413,0.15901365,0.19683973,0.16797869,0.14943312,0.2588261,0.20356116,0.11802433,0.20609612,0.20917186,0.38781933,0.4000016,0.10683231,0.35747097,0.21702109,0.20121309,0.10676942,0.13679803,0.15449574,0.14995322,0.13252247,0.15250003,0.19928905,0.18898191,0.19873839,0.18954092,0.23345528,0.28510586,0.17100657,0.2002624,0.09987669,0.161548,0.06235931,0.15056474,0.10951436,0.1606104,0.0881566,0.15073006,0.15912033,0.15796951,0.11638824,0.21839954,0.20840973,0.22942615
0.18540635,0.29038176,0.16223198,0.20289542,0.34680443,0.09361375,0.26582798,0.13522585,0.11382802,0.35886158,0.18252633,0.25550776,0.1515418,0.31952106,0.22359307,0.16957541,0.19183169,0.29605867,0.16053238,0.13914242,0.13377202,0.13788721,0.13708251,0.24884552,0.23939499,0.25397698,0.26613274,0.00235577,0.21412416,0.21538668,0.21810748,0.16577604,0.16670188,0.01060721,0.18724229,0.17624389,0.20710819,0.17705012,0.16037812,0.27450316,0.20580888,0.13529397,0.21038688,0.21756136,0.39848801,0.4109504,0.10761558,0.35727081,0.22806272,0.21017474,0.10350622,0.13988028,0.15542913,0.15899014,0.15187391,0.16103709,0.2045581,0.1872201,0.19874543,0.18998987,0.25319167,0.30299845,0.17842886,0.21045666,0.09684163,0.16548181,0.06256433,0.15063325,0.11308141,0.16916388,0.09537604,0.15025316,0.15891713,0.15992588,0.11909853,0.23211587,0.22129397,0.25468993
0.17605615,0.27054789,0.1565619,0.18862149,0.33289329,0.09289866,0.28004065,0.14068464,0.10869116,0.34996128,0.18241616,0.24854155,0.1569573,0.30044343,0.21277382,0.17332471,0.19468588,0.28343887,0.15903169,0.13514903,0.13757017,0.14225634,0.1364709,0.24848103,0.23919072,0.25504839,0.25476644,0.00233654,0.20878143,0.21016764,0.20993926,0.17299368,0.17417894,0.01042133,0.17783948,0.17021678,0.200989,0.17093521,0.15364354,0.26386115,0.19906288,0.1198114,0.20281291,0.21471536,0.38922391,0.40568756,0.11172214,0.36216972,0.22466138,0.20720047,0.10552704,0.14318894,0.15600187,0.1526902,0.14690714,0.15551175,0.19159015,0.19326169,0.20386844,0.19314856,0.24087024,0.29439876,0.17032621,0.20521061,0.09610309,0.1728609,0.06733042,0.15548624,0.11144923,0.16062804,0.09173553,0.15161139,0.15684387,0.15774166,0.12003088,0.23602893,0.2243607,0.2447279
0.17714166,0.27068178,0.15792408,0.19497736,0.32588222,0.08961855,0.27569911,0.13926748,0.11316922,0.34564238,0.17466748,0.2467012,0.15228332,0.29496186,0.21555151,0.16740054,0.18875125,0.28838537,0.16355941,0.13860441,0.13705169,0.14162103,0.13693152,0.2433608,0.23208266,0.24828224,0.25650179,0.00227512,0.20969678,0.21104179,0.21015419,0.16573884,0.16593956,0.01028422,0.1854608,0.16919278,0.20969848,0.16948109,0.154875,0.25663626,0.20207319,0.12271702,0.20545551,0.20933408,0.37685199,0.39503978,0.10815219,0.3418273,0.21936726,0.20260097,0.10584294,0.13832143,0.15515342,0.16091388,0.14451189,0.16328961,0.19763809,0.19428196,0.20515834,0.19414256,0.24166911,0.29028461,0.16763482,0.20236828,0.09915759,0.16444841,0.06057832,0.15181778,0.10583107,0.16322936,0.09042967,0.14844936,0.15794861,0.15703914,0.11574857,0.22497173,0.21709905,0.24619992
0.18281862,0.27648412,0.15910204,0.19325879,0.32849132,0.09319065,0.2739848,0.13930804,0.11152083,0.35700545,0.1750445,0.25446642,0.15808523,0.30241785,0.21714244,0.17509218,0.19459239,0.28647655,0.15885996,0.13978802,0.13435038,0.13709304,0.13960148,0.25136174,0.24201239,0.25641431,0.25149633,0.00216939,0.21436396,0.21558156,0.21937677,0.17260834,0.17377097,0.01053335,0.1836487,0.16631844,0.20759708,0.17014075,0.15277223,0.269851,0.20767341,0.12918095,0.21187285,0.21504173,0.39263597,0.40815123,0.11129722,0.37130546,0.22420499,0.20358707,0.10543995,0.14171072,0.15992283,0.15867004,0.14587147,0.16161091,0.1970864,0.19185227,0.20621371,0.19417369,0.24264719,0.2954163,0.17717716,0.21234163,0.09507583,0.17182533,0.06515094,0.15955979,0.11423819,0.16211133,0.09276484,0.15162325,0.16069852,0.16226621,0.12596781,0.2313723,0.21766813,0.24763424
