"sys1","sys2","sys3","sys4","sys5","sys6","sys7","sys8","sys9","sys10","sys11","sys12","sys13","sys14","sys15","sys16","sys17","sys18","sys19","sys20","sys21","sys22","sys23","sys24","sys25","sys26","sys27","sys28","sys29","sys30","sys33","sys34","sys35","sys36","sys37","sys38","sys39","sys40","sys41","sys42","sys43","sys44","sys45","sys46","sys47","sys48"
0.20973658,0.17866247,0.21558527,0.17543291,0.25499207,0.29773778,0.14766328,0.17740991,0.22994571,0.24527557,0.23141525,0.20021474,0.19971341,0.2023697,0.15471985,0.21470669,0.15455473,0.32224376,0.27288965,0.23490804,0.18730178,0.30640172,0.27223435,0.31090095,0.32087884,0.2267419,0.22983938,0.2262274,0.205171,0.2096185,0.131755,0.15527581,0.15798084,0.16564173,0.17610777,0.3105715,0.30432206,0.1517747,0.14214174,0.11224825,0.2881548,0.33230486,0.32471149,0.22451646,0.22822257,0.21831083
0.21199468,0.17770736,0.21598697,0.17957635,0.26139761,0.31872925,0.14639426,0.17266412,0.2459371,0.25548674,0.23338182,0.21062634,0.20911284,0.21146889,0.16783184,0.22903192,0.16831701,0.31540693,0.2935529,0.25589639,0.20956011,0.30903794,0.27295859,0.31954091,0.33123453,0.23746384,0.23583143,0.2365839,0.20786793,0.20906203,0.14509045,0.17937656,0.17386693,0.17044757,0.1860416,0.31279889,0.3076878,0.16039284,0.15112523,0.11892784,0.29221982,0.35132648,0.33101778,0.23071182,0.23893226,0.22878693
0.20486291,0.1766673,0.21064286,0.18647208,0.26648695,0.31626352,0.15210984,0.17371444,0.23933181,0.25498798,0.23560688,0.20090943,0.19935447,0.19983117,0.15671832,0.21357707,0.15913768,0.32575308,0.28786102,0.23714788,0.19000878,0.30836698,0.27147259,0.30675881,0.32072191,0.24115222,0.24060134,0.23874719,0.21059521,0.21693294,0.14037575,0.16561997,0.16888686,0.1618339,0.18974041,0.31347581,0.3075505,0.15594933,0.14687342,0.11303232,0.29072564,0.33835243,0.32569762,0.23624916,0.24002329,0.22852577
0.20727037,0.17450309,0.21157702,0.1822539,0.26743894,0.31227942,0.13743886,0.17386682,0.24377896,0.25893878,0.23316636,0.20701017,0.20488016,0.20802225,0.1621136,0.22247111,0.16204113,0.31020162,0.29357507,0.24892953,0.202106,0.30387831,0.28722882,0.33187326,0.32638937,0.23484277,0.2370287,0.23339741,0.19898032,0.20943757,0.13877443,0.17042157,0.17212211,0.167088,0.17789969,0.30794999,0.30303642,0.16534144,0.15464072,0.11886399,0.2958182,0.35640323,0.32162483,0.23228017,0.23594278,0.2274094
0.21200663,0.18486578,0.21842812,0.18821769,0.27416714,0.31710677,0.15962809,0.19122949,0.25031276,0.25897376,0.24347073,0.20580279,0.20434014,0.20521392,0.17128125,0.23199315,0.17158011,0.33084517,0.2912601,0.25295995,0.20950065,0.33757602,0.29065793,0.3321306,0.33723245,0.24652172,0.24645031,0.24415156,0.23367982,0.22510235,0.14175798,0.17888708,0.17423378,0.17768631,0.2003741,0.34126926,0.33759664,0.15474631,0.14390292,0.11704939,0.30498955,0.35466913,0.34032744,0.24222467,0.24682221,0.23481712
0.21493178,0.18028781,0.21935846,0.18332901,0.25304023,0.30698531,0.15663779,0.18015114,0.25064787,0.26155143,0.23992445,0.19919545,0.19843361,0.2004405,0.17005384,0.23292797,0.17199605,0.31270338,0.27960519,0.25122071,0.20560167,0.30700333,0.27813273,0.31945819,0.33032871,0.23837458,0.23950562,0.23778969,0.21010717,0.20413931,0.14163461,0.16397393,0.17337549,0.17333233,0.17894216,0.30961262,0.3064655,0.14554356,0.13780852,0.11490574,0.29131217,0.34547946,0.33552614,0.23702772,0.23859594,0.22877349
0.20079261,0.16516407,0.20585355,0.1797985,0.25812741,0.30487284,0.15932573,0.1712184,0.23671874,0.24603056,0.2323048,0.19079881,0.18958246,0.19425408,0.15496122,0.21139601,0.15787737,0.32566744,0.27754297,0.24871281,0.19598096,0.31212277,0.26812686,0.30700473,0.3153489,0.22895888,0.22986382,0.22763347,0.20598951,0.19853257,0.13590217,0.16610542,0.16373013,0.16124144,0.18783131,0.31696642,0.31121383,0.15163903,0.14230332,0.11522475,0.28356789,0.33385015,0.31835121,0.22634255,0.22817795,0.2138541
0.19343329,0.16547465,0.19872072,0.18066762,0.26273531,0.30250708,0.15366533,0.17295801,0.24414766,0.25855769,0.23725559,0.20335684,0.20199271,0.20455412,0.16522109,0.22368824,0.16623221,0.32504335,0.28532354,0.24024373,0.19187813,0.31756838,0.26571106,0.30878902,0.31913904,0.23576003,0.23474385,0.23338286,0.21602898,0.20609864,0.13689279,0.16508754,0.16688159,0.17009652,0.18545891,0.321334,0.31645451,0.14820449,0.13969172,0.11338592,0.2855266,0.33556038,0.32499188,0.23127256,0.23360534,0.21900943
0.20187184,0.16941701,0.20762086,0.18575802,0.25591325,0.30383392,0.16013575,0.17565586,0.2374127,0.24457082,0.2272525,0.205655,0.20498866,0.20277864,0.1657475,0.22558918,0.16751235,0.31553886,0.28621484,0.24840394,0.20430256,0.32153033,0.26309131,0.30755563,0.31180944,0.23772886,0.23573358,0.23430398,0.21426547,0.21333719,0.14157441,0.1711661,0.16723879,0.1734064,0.1871057,0.32381036,0.32175944,0.15551889,0.14495734,0.1146087,0.28062791,0.32924335,0.31489646,0.23580159,0.23649448,0.22963945
0.2128482,0.17539631,0.21948477,0.19337423,0.26310973,0.30761886,0.16210074,0.17979372,0.23421202,0.24687758,0.22757254,0.20723128,0.20593539,0.20510468,0.16657315,0.22781256,0.16553356,0.32900399,0.29125521,0.2509402,0.20387733,0.32320299,0.26967609,0.31241146,0.32866838,0.24671901,0.24890134,0.24609872,0.22518572,0.22690797,0.13564467,0.16396311,0.1689541,0.1765468,0.20213849,0.32992773,0.32299398,0.16168784,0.1521395,0.11846094,0.30137441,0.34163562,0.32814605,0.24351245,0.24600029,0.23621736
