"sys1","sys2","sys3","sys4","sys5","sys6","sys7","sys8","sys9","sys10","sys11","sys12","sys13","sys14","sys15","sys16","sys17","sys18","sys19","sys20","sys21","sys22","sys23","sys24","sys25","sys26","sys27","sys28","sys29","sys30","sys33","sys34","sys35","sys36","sys37","sys38","sys39","sys40","sys41","sys42","sys43","sys44","sys45","sys46","sys47","sys48"
0.12365,0.12025,0.1333,0.2749,0.4201,0.4727,0.2916,0.2665,0.2746,0.27595,0.2185,0.35005,0.358,0.4322,0.38535,0.3707,0.38505,0.30255,0.41425,0.3051,0.3108,0.3319,0.42295,0.45295,0.3738,0.2245,0.22025,0.26515,0.33145,0.28945,0.25765,0.2601,0.24225,0.38145,0.31545,0.32935,0.34555,0.2518,0.24355,0.27455,0.40665,0.47585,0.43145,0.2446,0.22165,0.22325
0.12395,0.11825,0.1361,0.2673,0.43915,0.49395,0.3014,0.274,0.2679,0.2536,0.2036,0.3629,0.3729,0.441,0.3819,0.3614,0.3825,0.31035,0.42315,0.3244,0.33465,0.3489,0.4454,0.4726,0.39375,0.22835,0.22755,0.27155,0.33765,0.29495,0.2439,0.2457,0.23095,0.37475,0.31415,0.34545,0.36455,0.2498,0.2409,0.2687,0.41565,0.49495,0.4611,0.24995,0.22975,0.2275
0.1183,0.11145,0.12465,0.25475,0.4075,0.46555,0.28475,0.25655,0.2614,0.2556,0.2051,0.3399,0.3461,0.41895,0.36965,0.3601,0.3703,0.2949,0.39725,0.31345,0.3203,0.3358,0.4343,0.45795,0.37425,0.2197,0.2202,0.26445,0.31915,0.27395,0.2418,0.24605,0.2294,0.3612,0.29685,0.33445,0.35195,0.23695,0.234,0.25835,0.40845,0.4754,0.4386,0.24475,0.2222,0.22295
0.1176,0.1083,0.1259,0.24935,0.41295,0.47345,0.29115,0.2637,0.2563,0.25195,0.2004,0.3475,0.35495,0.4284,0.3614,0.3409,0.36455,0.3093,0.4113,0.3048,0.3096,0.34085,0.41775,0.44565,0.38085,0.2196,0.2144,0.2581,0.3287,0.27775,0.2428,0.24885,0.22875,0.35675,0.31145,0.33695,0.3546,0.245,0.2371,0.263,0.3952,0.46785,0.44475,0.23685,0.21935,0.2154
0.11615,0.11145,0.12415,0.26415,0.42175,0.48295,0.28785,0.26255,0.2655,0.25415,0.2064,0.3553,0.36225,0.43305,0.37065,0.3555,0.37435,0.30255,0.42615,0.30685,0.31115,0.33805,0.42635,0.45735,0.3788,0.22095,0.21855,0.26135,0.33125,0.28235,0.2444,0.2466,0.2318,0.36455,0.303,0.3341,0.3524,0.23605,0.22925,0.25255,0.399,0.4855,0.4537,0.24045,0.2202,0.2191
0.1261,0.11645,0.1334,0.2595,0.4303,0.48225,0.29555,0.2634,0.27955,0.2694,0.21815,0.3591,0.3677,0.43845,0.37935,0.3683,0.38325,0.3126,0.432,0.31385,0.3219,0.3437,0.4316,0.45615,0.37495,0.2283,0.2252,0.2676,0.33645,0.2775,0.2563,0.26015,0.24245,0.37635,0.3144,0.3398,0.35955,0.251,0.2479,0.2719,0.4079,0.47655,0.43785,0.24925,0.22925,0.2248
0.11975,0.11005,0.12875,0.2662,0.43665,0.4929,0.29105,0.264,0.2675,0.2615,0.2081,0.36585,0.3702,0.44405,0.3962,0.3796,0.397,0.31375,0.429,0.3245,0.3244,0.3418,0.4279,0.45775,0.38875,0.22235,0.2227,0.26585,0.3364,0.2822,0.24835,0.24905,0.2324,0.39275,0.3224,0.3419,0.358,0.25045,0.24585,0.2745,0.4038,0.48435,0.44995,0.2443,0.2259,0.2195
0.1081,0.10085,0.11605,0.23155,0.4216,0.47715,0.2691,0.2484,0.24495,0.24235,0.1936,0.3322,0.3399,0.417,0.35145,0.3348,0.3523,0.2908,0.3931,0.28915,0.29555,0.3215,0.41735,0.4455,0.36995,0.2113,0.20665,0.2463,0.30965,0.2643,0.2316,0.2337,0.21535,0.343,0.28695,0.31885,0.33735,0.22065,0.2172,0.246,0.39995,0.46835,0.4376,0.23075,0.2103,0.2092
0.12185,0.1124,0.12925,0.26225,0.4337,0.48785,0.28805,0.2614,0.2687,0.2651,0.21455,0.36495,0.3729,0.44565,0.37625,0.3582,0.3762,0.3076,0.4258,0.3167,0.3231,0.3358,0.43585,0.46085,0.3894,0.2337,0.2301,0.27295,0.32535,0.2796,0.25685,0.25655,0.23755,0.3685,0.31,0.33125,0.34975,0.2595,0.24915,0.2753,0.4049,0.48495,0.4528,0.25265,0.23235,0.2302
0.12035,0.11365,0.1286,0.23575,0.41555,0.46485,0.2694,0.2465,0.2564,0.24285,0.1972,0.3317,0.3379,0.4131,0.36615,0.34385,0.36665,0.28215,0.4043,0.2889,0.2973,0.32415,0.4056,0.43045,0.35425,0.2089,0.2058,0.2462,0.30775,0.25585,0.24155,0.2428,0.22865,0.35465,0.2864,0.3217,0.3403,0.2356,0.2299,0.24975,0.38415,0.45525,0.411,0.2287,0.2058,0.20625
0.1192,0.11495,0.1262,0.2661,0.42505,0.4785,0.28425,0.2639,0.26605,0.2665,0.215,0.3661,0.37015,0.4377,0.38625,0.3748,0.39025,0.29515,0.42265,0.32105,0.3259,0.34225,0.4315,0.45445,0.38015,0.2154,0.21495,0.2566,0.3226,0.2824,0.25015,0.2524,0.23885,0.37835,0.30705,0.33945,0.35745,0.24955,0.24355,0.26815,0.40645,0.4764,0.439,0.2358,0.21365,0.2159
0.12335,0.11765,0.13255,0.25795,0.4136,0.4692,0.2802,0.25585,0.2676,0.2572,0.20825,0.3253,0.334,0.4054,0.38145,0.35345,0.3813,0.29135,0.4015,0.2901,0.29695,0.3145,0.4135,0.4466,0.35825,0.2124,0.20765,0.25275,0.32605,0.2783,0.2457,0.2484,0.2316,0.37505,0.3029,0.31025,0.33415,0.2421,0.2316,0.25735,0.39285,0.47615,0.42775,0.23265,0.21,0.21335
0.12415,0.1176,0.1357,0.2628,0.41105,0.47295,0.28335,0.2611,0.26985,0.2642,0.20835,0.3468,0.35345,0.42955,0.3755,0.36145,0.3745,0.30145,0.4161,0.3108,0.3221,0.33985,0.42685,0.4525,0.3833,0.2272,0.2243,0.26715,0.32345,0.28215,0.25205,0.2514,0.23345,0.36805,0.30605,0.33495,0.35485,0.24175,0.23525,0.2665,0.4031,0.4752,0.4435,0.2488,0.22895,0.22695
0.12595,0.11915,0.135,0.2629,0.4181,0.4724,0.28695,0.2651,0.2637,0.2581,0.2039,0.35395,0.36175,0.4274,0.38045,0.3573,0.3812,0.30305,0.4163,0.31685,0.32345,0.3382,0.4364,0.46365,0.3847,0.2238,0.21975,0.26165,0.33425,0.2859,0.24605,0.2482,0.23205,0.37215,0.31065,0.33295,0.3543,0.2402,0.23695,0.2611,0.4129,0.48455,0.4537,0.2439,0.2216,0.2216
0.13725,0.12615,0.14765,0.26805,0.43275,0.4901,0.2971,0.26995,0.28605,0.2704,0.2118,0.3483,0.3591,0.43315,0.4008,0.3807,0.40445,0.3132,0.4233,0.306,0.31635,0.3425,0.43215,0.4627,0.37825,0.23095,0.2281,0.2737,0.34135,0.29405,0.2667,0.26955,0.25325,0.39525,0.32095,0.33695,0.35925,0.24615,0.2456,0.2693,0.4073,0.4866,0.45085,0.24935,0.23075,0.2301
0.1267,0.1186,0.13565,0.2645,0.4124,0.4712,0.3014,0.2707,0.2821,0.27085,0.2147,0.3443,0.3508,0.42635,0.37255,0.35985,0.37105,0.3092,0.4098,0.32275,0.3278,0.34415,0.43805,0.46275,0.37955,0.22715,0.2249,0.26995,0.3434,0.2929,0.25995,0.26125,0.24305,0.3674,0.31795,0.33935,0.35775,0.2533,0.24485,0.27175,0.41435,0.4808,0.44725,0.24895,0.22685,0.2285
