"sys1","sys2","sys3","sys4","sys5","sys6","sys7","sys8","sys9","sys10","sys11","sys12","sys13","sys14","sys15","sys16","sys17","sys18","sys19","sys20","sys21","sys22","sys23","sys24","sys25","sys26","sys27","sys28","sys29","sys30","sys33","sys34","sys35","sys36","sys37","sys38","sys39","sys40","sys41","sys42","sys43","sys44","sys45","sys46","sys47","sys48"
0.05433754,0.04619864,0.05487195,0.04430521,0.07245834,0.08630166,0.04943259,0.05477083,0.06889429,0.06032925,0.0613746,0.04532014,0.04506438,0.03968016,0.03282094,0.04900827,0.03231305,0.0785408,0.07890208,0.06576078,0.07110121,0.11374631,0.07806877,0.07694584,0.08065661,0.06625474,0.06609546,0.06720451,0.06390858,0.05881901,0.02059365,0.04376151,0.03566327,0.03353798,0.05770586,0.11203787,0.11473229,0.03590452,0.03359325,0.01371361,0.08564495,0.08031373,0.09792592,0.06525111,0.06896016,0.07062486
0.04587052,0.03525772,0.04627771,0.04377378,0.06538091,0.09101271,0.03547013,0.05334718,0.05905343,0.05803854,0.06006986,0.05080871,0.0502173,0.04563912,0.03014015,0.04725708,0.03137125,0.07361191,0.08062761,0.05515544,0.06035207,0.10611284,0.07781514,0.07887763,0.07834997,0.06405515,0.06423902,0.06491618,0.06239811,0.06117781,0.01669144,0.04100262,0.03189414,0.03256703,0.04391129,0.10570125,0.10711485,0.03315858,0.03170476,0.01324687,0.08246895,0.08037285,0.09365363,0.06337967,0.0643146,0.06652323
0.04708971,0.04038241,0.0482015,0.04220204,0.06183838,0.08706186,0.04173777,0.06014343,0.06803298,0.05837951,0.05963225,0.04927343,0.04794711,0.04492186,0.02821175,0.04425863,0.02805134,0.07312524,0.0732369,0.06462784,0.07549532,0.10910602,0.08652156,0.08286246,0.08029966,0.0703919,0.06938428,0.07131019,0.06013985,0.05768125,0.01876018,0.04462843,0.03406327,0.02949903,0.05422585,0.10906038,0.11054768,0.03188434,0.03033796,0.0135068,0.08061739,0.0806956,0.09067669,0.0701132,0.07127426,0.07326956
0.04904157,0.04383666,0.04999116,0.04039295,0.06310849,0.08632563,0.03509343,0.05114849,0.06440164,0.0563373,0.06040206,0.05246415,0.05204778,0.04617974,0.02684735,0.04348017,0.02704628,0.07085847,0.07434579,0.06266136,0.07189824,0.11034897,0.07377422,0.07161268,0.07695506,0.06450664,0.06268473,0.06409097,0.05574262,0.05334931,0.01724089,0.03585297,0.03469482,0.03164513,0.04755699,0.11001928,0.11228209,0.03144158,0.03160378,0.01316076,0.07848267,0.07882406,0.09312021,0.06276575,0.06452876,0.06455506
0.05471772,0.04164352,0.05484745,0.0361038,0.0579646,0.08137591,0.03927636,0.04860553,0.05871242,0.05366862,0.05323898,0.04588983,0.04530256,0.040071,0.02831756,0.04237627,0.02889238,0.06833203,0.06826859,0.05481105,0.06061057,0.10693427,0.07114606,0.07021079,0.07452356,0.06116789,0.06238422,0.06123854,0.05469849,0.05402183,0.0175844,0.04069496,0.03396849,0.02694333,0.04136701,0.10713396,0.10804226,0.02846386,0.02631236,0.01247677,0.07036848,0.07357337,0.08681522,0.06351973,0.06229448,0.06618138
0.04970483,0.03996712,0.05016986,0.03982678,0.06322441,0.08524238,0.04249711,0.04841369,0.0684801,0.06464479,0.06161956,0.04239054,0.04285369,0.03888964,0.02636893,0.04397063,0.02801663,0.06668815,0.07121786,0.05294864,0.05935785,0.10709103,0.07200451,0.06946596,0.07061291,0.06010617,0.06016367,0.06010223,0.05802392,0.05487276,0.01698372,0.0365141,0.02983448,0.02538893,0.04792855,0.1091392,0.10843781,0.03084856,0.02975308,0.01311878,0.08078199,0.07436976,0.08736745,0.06000647,0.06086691,0.06128615
0.04662581,0.03880159,0.04778753,0.03570909,0.06141241,0.08355962,0.04030234,0.05020208,0.05716387,0.05052429,0.0530932,0.05384042,0.05335873,0.04843105,0.0244665,0.04069629,0.02398765,0.06939294,0.07207115,0.05491789,0.06036895,0.10705523,0.07334744,0.068173,0.07729452,0.05630157,0.05317941,0.05688425,0.05232113,0.05336795,0.01575687,0.03089897,0.02843295,0.02416224,0.04436516,0.10791537,0.10937368,0.03198568,0.03077468,0.01282919,0.07606782,0.07460469,0.08958242,0.05417916,0.05770038,0.05926172
0.04232167,0.03717306,0.04301998,0.03962119,0.06887385,0.09421056,0.04266097,0.04996068,0.06559542,0.06496386,0.06655163,0.05378634,0.0540255,0.0450334,0.02532374,0.04144212,0.02520864,0.07517963,0.07789265,0.06615901,0.07458844,0.11062176,0.07384134,0.07637633,0.07914513,0.0638388,0.06163858,0.06432156,0.05688663,0.0558273,0.01842303,0.04401456,0.03318528,0.02931901,0.05587209,0.11147711,0.11310382,0.0275187,0.02502562,0.01170718,0.07905679,0.07973678,0.09262885,0.06345354,0.06559371,0.0655432
0.04825475,0.04170233,0.0487994,0.03928117,0.06859334,0.088241,0.04557583,0.05233535,0.05944342,0.05346302,0.05778262,0.05502134,0.05492884,0.04745397,0.03063947,0.04778752,0.03090122,0.06959661,0.07956761,0.06417026,0.07490858,0.11126237,0.07176296,0.07499792,0.08165721,0.06834603,0.06710261,0.06873253,0.05633686,0.0573038,0.01950809,0.04366382,0.03354861,0.03221136,0.0556926,0.11059773,0.1124193,0.03014791,0.02908968,0.01352295,0.080962,0.07984932,0.09298354,0.06785289,0.06974642,0.06528721
0.05045914,0.03910494,0.05163116,0.04620589,0.06784854,0.09153699,0.04148988,0.0550277,0.06457519,0.06052435,0.06217872,0.04869752,0.04809197,0.04451274,0.02966898,0.04616792,0.02975177,0.07454307,0.07775588,0.06141086,0.06778023,0.1125704,0.08597197,0.07718295,0.08096709,0.06801319,0.06755163,0.06673677,0.0575206,0.05313928,0.01843193,0.03530801,0.0292816,0.02743264,0.04960003,0.11206712,0.11346056,0.03303297,0.02974065,0.01241073,0.09118097,0.08040265,0.09348064,0.0666503,0.06858283,0.07041728
0.04883289,0.04048709,0.04957773,0.03828756,0.06482731,0.0822516,0.03794397,0.05406227,0.06093194,0.05804602,0.06288395,0.05162099,0.05156217,0.04604131,0.02591494,0.04278686,0.02584441,0.07547257,0.06969858,0.05545108,0.06035684,0.11050412,0.07997101,0.07739059,0.07850847,0.06284118,0.06316908,0.06492126,0.05712837,0.05202578,0.01648491,0.03318553,0.02642981,0.02923335,0.04551499,0.11032393,0.11111612,0.03301222,0.03045613,0.01276855,0.07811857,0.07816529,0.09295059,0.06277941,0.0651033,0.06475262
0.04839007,0.03930958,0.04858377,0.03749473,0.06278202,0.09030346,0.03775711,0.04978404,0.06863524,0.06082559,0.06024559,0.05737446,0.05756531,0.05012079,0.03386077,0.05217734,0.03457488,0.06985542,0.07806669,0.06399542,0.0718697,0.11217744,0.07794111,0.07697925,0.08495079,0.06843891,0.06471479,0.06878994,0.05579232,0.0556936,0.02071467,0.04613989,0.03316646,0.03029386,0.05289,0.11135162,0.11328786,0.0349834,0.03356617,0.01394697,0.08112374,0.08504852,0.09781546,0.06443871,0.07075683,0.07117492
0.04211578,0.03721393,0.04334596,0.04256073,0.06683616,0.08928477,0.04041936,0.05006404,0.06602191,0.06339736,0.06339734,0.05015496,0.05020728,0.04229625,0.02808079,0.0437448,0.02869626,0.07512225,0.07625647,0.05767555,0.06176564,0.11010529,0.07652049,0.06943749,0.07972597,0.06698603,0.0648495,0.06629763,0.0552006,0.05884007,0.02063992,0.03640661,0.03331007,0.02603952,0.05244493,0.11122597,0.11197912,0.03372139,0.03252304,0.01303227,0.07979423,0.07594502,0.09529507,0.06369231,0.06690337,0.06533754
0.04632782,0.03911395,0.04766058,0.04203153,0.0712002,0.09154367,0.03328165,0.05263041,0.06345534,0.06331902,0.05942081,0.05441984,0.05388756,0.04864299,0.02887731,0.04540871,0.02818051,0.07263743,0.08167989,0.05978411,0.06643517,0.10903088,0.08384642,0.08377158,0.08223288,0.06483825,0.06587374,0.06610121,0.05122807,0.05457727,0.01888286,0.04055073,0.03618687,0.02722588,0.04775646,0.1087895,0.11072493,0.04146204,0.03916284,0.01456707,0.07918641,0.0876968,0.09420587,0.06510302,0.06769553,0.06897514
0.05067374,0.04256906,0.05123436,0.04400059,0.07306633,0.09283934,0.04225805,0.0634893,0.06733512,0.0642849,0.06623144,0.05099706,0.05036232,0.0438552,0.03268245,0.04832251,0.03237068,0.07605495,0.07834504,0.06435874,0.0734732,0.12105511,0.08661404,0.08256293,0.08037764,0.07044808,0.06876004,0.07007191,0.07243577,0.06375574,0.01896103,0.04801443,0.03499638,0.03277782,0.06145096,0.12009651,0.12314403,0.03294416,0.02923763,0.01351128,0.08316505,0.08428165,0.09457883,0.06973448,0.07206014,0.07105578
0.04778859,0.04152434,0.04873735,0.04199142,0.06143426,0.08653778,0.04307961,0.05893079,0.068839,0.06182037,0.06288055,0.05022047,0.04995096,0.0434121,0.03422324,0.05242801,0.03444461,0.0709733,0.06960329,0.06444335,0.07151044,0.10877506,0.07814447,0.0743898,0.0814298,0.06713386,0.06558263,0.06857895,0.05529413,0.05264915,0.01783065,0.03601402,0.03316533,0.03196595,0.04829736,0.10758572,0.11063666,0.0250558,0.02339939,0.01140967,0.07589603,0.07892952,0.09760241,0.06684066,0.0688156,0.06839486
