"sys1","sys2","sys3","sys4","sys5","sys6","sys7","sys8","sys9","sys10","sys11","sys12","sys13","sys14","sys15","sys16","sys17","sys18","sys19","sys20","sys21","sys22","sys23","sys24","sys25","sys26","sys27","sys28","sys29","sys30","sys31","sys32","sys33","sys34"
0.31152805,0.19689821,0.1992782,0.2276247,0.29091435,0.00758711,0.24414382,0.22394881,0.1594675,0.19296395,0.16394217,0.17735313,0.2090517,0.19505665,0.25617044,0.23384042,0.22208171,0.25786188,0.33026434,0.2816126,0.1465786,0.15141155,0.26138578,0.24224929,0.17604731,0.23997331,0.20436314,0.23295007,0.19829038,0.18745304,0.22018108,0.19443637,0.18065793,0.17098798
0.31950729,0.20082745,0.20074718,0.22569667,0.29278745,0.00707771,0.24597669,0.23370321,0.1607018,0.19619062,0.16529492,0.17763202,0.21167991,0.18959591,0.24213281,0.22972127,0.21740722,0.25818384,0.33313074,0.27838445,0.14709652,0.15226514,0.2633281,0.24300217,0.17385741,0.23759442,0.20028731,0.22842468,0.19148234,0.18135673,0.21239562,0.19626271,0.18213572,0.16817428
0.30122431,0.19537326,0.19091443,0.21787583,0.28478482,0.00746715,0.24088946,0.22813265,0.15028713,0.19191539,0.16159005,0.17284224,0.19786211,0.17766405,0.24108028,0.22175557,0.21284381,0.25354588,0.32262887,0.27354271,0.14700446,0.15029898,0.25823549,0.23644041,0.17112387,0.23356077,0.19370963,0.2243434,0.18557644,0.17476946,0.20791383,0.19021365,0.17496998,0.16534329
0.30268348,0.19110867,0.18910252,0.21274625,0.28242161,0.00769459,0.2418699,0.23052427,0.14901806,0.18822348,0.16510693,0.1762456,0.19793658,0.18088355,0.24108993,0.2238192,0.21585962,0.25659342,0.32085095,0.26941377,0.14241288,0.14555033,0.25317643,0.22914685,0.16418376,0.21924487,0.1864683,0.21385437,0.18723826,0.17589591,0.20863478,0.18937795,0.17771712,0.16595986
0.30365302,0.19477872,0.19339779,0.21877763,0.28210652,0.00753831,0.24069116,0.2237096,0.15505636,0.19097702,0.16392051,0.17495068,0.20813911,0.19043896,0.24691392,0.22654808,0.21987342,0.26356705,0.32821108,0.26874036,0.14489048,0.14920062,0.25584194,0.23647734,0.17275549,0.23257128,0.19956142,0.22561422,0.18900406,0.17815491,0.21079827,0.18712015,0.17424341,0.16720086
0.31418115,0.19473441,0.19867238,0.22389786,0.28933497,0.00761229,0.24175835,0.22717243,0.15092632,0.19060779,0.15740639,0.17238713,0.20200562,0.17834905,0.2409463,0.22721636,0.21713585,0.25489446,0.32321768,0.27166261,0.14455801,0.15086271,0.26322298,0.24150992,0.17299307,0.23884728,0.19445118,0.23124522,0.19142064,0.18142949,0.21414033,0.18587819,0.16971094,0.16464002
0.30501742,0.19110814,0.18608095,0.21161746,0.27450894,0.00718923,0.24133874,0.22969779,0.1523051,0.18748135,0.16468224,0.17882328,0.20349623,0.18536978,0.24081664,0.21901434,0.20891175,0.25215978,0.33178829,0.27657101,0.14394643,0.1475888,0.24845767,0.22990041,0.16670778,0.21949417,0.18618404,0.21181378,0.18295394,0.16876201,0.20673936,0.18910486,0.17547346,0.16804797
0.31050476,0.20203168,0.20560211,0.22829544,0.3008371,0.00783484,0.25251468,0.23525941,0.15721006,0.19755903,0.16942452,0.18074444,0.20341734,0.18388326,0.23818985,0.23518905,0.22606661,0.27046696,0.33294106,0.28033681,0.15035129,0.15652464,0.26739623,0.24553308,0.17673692,0.23269895,0.20132092,0.22943832,0.19997602,0.18873401,0.22535379,0.19685232,0.18482768,0.1721923
0.31357934,0.19731637,0.201024,0.22641536,0.29242853,0.00765802,0.23349801,0.22179243,0.15508014,0.19482979,0.16309267,0.17680149,0.20402041,0.18329292,0.24361357,0.23339061,0.22058695,0.25972632,0.32574905,0.26959901,0.14643074,0.1507156,0.26142245,0.24052739,0.16931887,0.23432374,0.196149,0.22808164,0.19348511,0.1814386,0.21802261,0.1936588,0.18125948,0.16351107
0.32346742,0.20667366,0.20923242,0.23483125,0.30669865,0.00780991,0.25584049,0.2411304,0.16473139,0.20297187,0.17172323,0.18365663,0.21674155,0.19745874,0.2552706,0.23366489,0.22636113,0.2680003,0.33017507,0.27518666,0.15007996,0.15475728,0.26955826,0.24936459,0.18025586,0.24368164,0.20462567,0.23610984,0.2025171,0.19116381,0.23009469,0.19885595,0.1859547,0.17190837
0.31095386,0.19323924,0.19662038,0.22134663,0.28255301,0.00724339,0.24339998,0.22768568,0.15450887,0.19055611,0.15803808,0.17432333,0.19484351,0.17748276,0.23978408,0.22491962,0.21552666,0.25869275,0.3257253,0.27685642,0.1477908,0.15216263,0.252873,0.23327219,0.17067965,0.23367426,0.19555759,0.22131787,0.18779598,0.17717389,0.20702867,0.18885163,0.17690409,0.16297592
0.30568811,0.19593152,0.19207396,0.2222199,0.28111171,0.0075552,0.24212846,0.2253665,0.14699834,0.19226571,0.16470509,0.17576696,0.19638475,0.18309497,0.23770434,0.22057737,0.21146447,0.26211422,0.32359277,0.26925528,0.14893013,0.15262189,0.25387488,0.23434197,0.16883028,0.22803214,0.19065269,0.2217156,0.18772278,0.17253482,0.21091942,0.1883621,0.17205275,0.16971401
0.31020243,0.19786327,0.20072333,0.22404965,0.29737968,0.00735216,0.24289992,0.22919514,0.15685804,0.19432085,0.16732351,0.18015641,0.2094251,0.19048525,0.24465699,0.23181596,0.22295312,0.26276341,0.32615339,0.27966347,0.1482329,0.15257938,0.25847753,0.2349484,0.17226942,0.23033841,0.19234121,0.22313216,0.19638183,0.18287298,0.22082558,0.19164266,0.18162857,0.16846156
0.30535774,0.19092412,0.19696185,0.22251968,0.28786932,0.00729825,0.23626097,0.21904621,0.15358223,0.18723863,0.16028862,0.17512375,0.20247296,0.18277923,0.23745439,0.22770988,0.22247804,0.26582981,0.32709724,0.26619236,0.14329634,0.14808603,0.25283655,0.23364348,0.16514858,0.22653926,0.19496811,0.21896187,0.19432598,0.17787255,0.21836034,0.18994455,0.17747612,0.16653271
